id_departamento,nombre,domicilio,mail,fecha_fundacion
6490,Bib. Pop. Antonio Mentruyt,Italia 44,bibliotecamentruytespectaculos@gmail.com,1900-05-02
6490,Bib.Pop.E Inst.Cult. Juan María Gutierrez,Almirante Brown 2163,,1938-09-18
6490,Bib.Pop. Julio Cortázar de Lomas Este,Miguel Cané 967,bibjuliocortazar@yahoo.com.ar,2002-12-06
6490,Bib.Pop. de la ciudad,San Martín 415,bibliotecapopulardelaciudad@gmail.com,2003-01-25
6490,Bib.Pop. Vicente Longhi,Av. 9 de Julio 360,bibliolonghi@hotmail.com,1980-01-01
6490,Bib.Pop. San José,Portugal y Armesti 0,bibliotecasanjose2000@yahoo.com.ar,1980-01-01
6490,Bib.Pop. Tito Brandsma,Juramento 2515,,1980-01-01
6490,Bib.Pop. San Juan,El cardenal 4485,bibliotecapopular_sanjuan@hotmail.com,2000-08-16
6497,Bib.Pop. de Carlos Keen,José C. Paz 393,lecturaenck@gmail.com,2001-03-02
6497,Bib. Pop.  Ameghino,San Martín 485,salonesbibliotecaameghino@gmail.com,1914-11-27
6497,Bib. Obrera Jean Jaures,Lavalle 758,,1918-03-29
6497,Bib.Pop. Ernesto Sábato,Güemes 860,,1996-05-25
6497,Bib.Pop. Juan Bautista Alberdi,Buenos Aires 1016 0,bibliotecaopendoor@hotmail.com,1926-05-10
6505,Bib.Pop. Edmundo Girardengo,San Julián 0 P.B.,bpegirardengo@gmail.com,2008-04-07
6511,Bib.Pop.Mun. Juan José Elizondo,Belgrano 395,,1966-07-09
6515,Bib.Pop. William C.Morris,El Callao e/Soler y O`Brien,bibwcm@yahoo.com.ar,1975-04-01
6515,Bib. Pop. El Cruce de Papel,Alfredo Palacios 98,,2007-06-02
6515,Bib.Pop. Pablo Nogués,25 de Febrero y Gregoria Matorres 0,monbe3@hotmail.com,1998-06-13
6515,Bib.Pop. de los Polvorines,Av.Pte.Perón 2992,bibliotecapolvorines@gmail.com,1998-11-05
6515,La esperanza del Callao y Biblioteca Popular,Colombia 2119,,1980-01-01
6518,Bib.Pop. José Ma. Viglietti,Mariano Moreno 135,bibliotecadepiran@yahoo.com.ar,1977-10-05
6525,Bib.Pop. Gral. San Martín,Sarmiento 1901,bibliopop.gsm@gmail.com,1936-09-12
6532,Bib.Pop. D.F.Sarmiento,Av.Mitre (29) 674,biblsarmiento_mercedes@hotmail.com,
6028,Bib.Pop. Malvinas argentinas,Avda. Eva Peron 1317,,1986-04-02
6539,Bib.Pop. Perito Moreno,Viedma 950,,1991-01-24
6539,Bib.Pop. Manuel Galvez,Dean Funes 2507,,1980-01-01
6539,Bib.Pop. Génesis,Bertole 1627,,1980-01-01
6539,Bib. Pop. Ricardo Guiraldes,Volta 1374,info@bibliotecaguiraldes.com.ar,2000-10-20
6547,Asociación Cooperadora de la Biblioteca José Manuel Estrada de Abbott,San Martín,,1980-01-01
6547,Bib.Pop.Mun. Manuel Belgrano,Giagnacovo 1075,bp_manuelbelgrano@hotmail.com,1950-09-20
6553,Bib.Pop. Monte Hermoso,Av.Bahía Blanca y Patagonia,,1980-01-01
6560,Bib.Pop. Vicky,Gral. Mosconi 5635,,2000-09-15
6560,Bib.Pop. Vicenta Castro Cambón,A. Jonte 989,bibliotecambon@live.com.ar,1954-01-24
6560,Bib.Pop.Casa.Cult. Barrio Parque San Carlos,Gualeguaychú (e/Hipócrates y Coronel Suárez) 0,,2000-09-17
6560,Bib.Pop. Almafuerte de Barrio Guemes,Colonia y Baradero 0,bibliotkalmafuerte@gmail.com,2008-06-20
6560,Asoc.Civ.Bib.Pop. El Cobijo,Arenales y Ambrosetti 4521,,2000-04-25
6560,Bib. Pop. San José Obrero,Salvador Rueda 2070,bibliotecasanjoseobrero@gmail.com,1980-01-01
6560,Bib.Pop. Mariano Moreno,Bv. Alcorta 2850,biblioteca@cbmm.com.ar,1916-08-30
6560,Bib.Pop. Horacio Quiroga,Paraguay 5544,bphoracioquiroga@hotmail.com,1980-01-01
6560,Bib.Pop. El centro y los chicos,Guido Spano 925,,1980-01-01
6560,Bib.Pop. Ciudad de Paso del Rey,25 de Mayo 23,bibliopop.pasodelrey@hotmail.es,1958-08-06
6560,Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,Dastugue 3570,,1958-06-20
6560,Bib.Pop. 9 de Julio,Martín Irigoyen 520,,1929-07-21
6560,Bib.Pop. Juan Manuel Giufra,Madariaga 574,bibliogiuffra@hotmail.com,1945-02-04
6560,Bib. Pop. Arturo Jauretche de El Palomar,Crecencia Acosta 971,bibliotecajauretche@yahoo.com.ar,2001-06-30
6560,Bib.Pop.Pub. Rosario Vera Peñaloza,Tacuarí 674,,1971-07-29
6560,Bib.Pop. Parlante Sur,Paris 532,biblioparlantesur@hotmail.com,1999-12-02
6568,Bib.Pop. José Hernández,Gob.Arana 3817,,1964-03-22
6568,Asoc.y Bib.Pop. Juan Salvador Gaviota,J.M.Casullo 625 1,biblioteca_jsgaviota@hotmail.com,1997-01-27
6574,Bib. Pop. y Ctro. Cult. Almafuerte,San Francisco 305,biblioalma@yahoo.com.ar,1980-01-01
6574,Bib.Pop.Pub. José R. de Erenchun,Calle 109 (Sarmiento Nº 67 0,biberenchu@copesnet.com.ar,1907-04-14
6581,Bib.Pop.Pub. José Hernández,Calle 35 1367,,1980-01-01
6581,Bib.Pop. Andrés Ferreyra,Calle 54 Nº 3062 0,,1980-01-01
6581,Bib.Pop. José M. Estrada,Calle 57 Nº 2646,joseestrada@arnet.com.ar.,1926-04-03
6581,Bib.Pop. D.F.Sarmiento,Avda. 55 585,,1932-09-11
6581,Bib. Pop. de Quequén,519 2245,biblioquequen@hotmail.com,1980-01-01
6595,Bib.Pop. D.F.Sarmiento,Av.Mitre s/n,,1980-01-01
6595,Bib.Pop. Ferroviaria M.Gandhi,Bolivar 3031 0,bibliotecaferroviaria@hotmail.com,1904-06-20
6595,Bib.Pop. Armando Collinet,Alsina 2659,,1909-07-25
6595,Bib. Pop. Héctor N. Amoroso,Dean Funes 3329,biblioteca_amoroso@yahoo.com.ar,1996-02-01
6595,Bib.Pop. Independencia,Tacuarí 2150,biblioindependencia@hotmail.com,1998-11-25
6595,Bib.Pop. 1 de Mayo,Dorrego 2557,,1980-01-01
6595,Bib.Pop. Coty Laborde,Coronel Suárez 1795,,1980-01-01
6595,Bib.Pop. Vecinal Don Helios Eseverri,Balcarce 3620,,2010-09-24
6595,Bib.Pop. Sierra Chica,Av.de los Fundadores esq. Vezza D´Oglio,,1999-12-13
6595,Bib. Pop. Sierras Bayas,Rivadavia 2190,bibliotecasb@yahoo.com.ar,1948-04-25
6595,BP Del Otro Lado del Arbol,Rivadavia 4959,delotroladodelarbolenolavarria@gmail.com,2021-08-23
6602,Bib.Pop. Cervantes,DR. Baraja 177 0,bibpopcervantes@yahoo.com.ar,1927-10-12
6609,Bib.Pop. Nuestra Señora de Luján,H.Irigóyen 151 0,bibliotecamadero@live.com.ar,1952-06-29
6609,Bib.Pop. D.F.Sarmiento,C.Pellegrini 151,,1931-12-03
6609,Bib.Pop. Bernardino Rivadavia,A.del Valle 567,bibrivadavia@gmail.com,1910-06-11
6609,Bib.Pop. Dr. Dardo Rocha,Chassaing 214,biblioteca3255@yahoo.com.ar,1993-08-12
6616,Bib.Pop. Bartolomé Mitre,Moreno 352,,1914-10-11
6623,Bib.Pop. Melchor Echague,Adolfo Bulrich 844,,1933-07-09
6623,Bib.Pop. Almafuerte,Bv.J.León Ocampo s/n y Dr.Menendez 0,bibliomo@hotmail.com,1926-12-01
6623,Bib.Pop.Pub.Mun. Dr. Menéndez,Bv. Colón 687,bibliotecamenendez@yahoo.com.ar,1900-10-19
6623,Bib.Pop. José Manuel Estrada,Estrada 1225,,1929-09-11
6638,Bib.Pop. P.U.M.A.,Santa Rita 1076,bibliopuma@yahoo.com.ar,2002-03-29
6638,Bib. Pop. Javier Velázquez,Río NIlo 554,marianoadot6@yahoo.com.ar,2007-05-15
6638,Bib.Pop. y Casa de la Cult. Estación Manzanares,Manzotti s/n,bibliotecamanzanares@hotmail.com,2001-09-05
6638,Bib.Pop. Bartolomé Mitre,Belgrano 553 0,bibliotecapilar@yahoo.com.ar,1922-03-12
6638,Bib.Pop. Palabras del Alma,Corbeta Céfiro 2071,biblioteca.palabrasdelalma@gmail.com,2008-05-18
6638,Bib.Pop. Presidente Derqui,Dorrego 543,,1978-01-03
6644,Bib.Pop. de Ostende,España  (y Avda. Central) 348,,1980-01-01
6644,Bib.Pop. Manuel Belgrano,de las Medusas 1230,biblioteca@telpin.com.ar,1970-06-20
6651,Casa de la Cult. y Bib.Pop. José Hernández,España 0,casadelacultura2002@yahoo.com.ar,1990-04-09
6651,Bib.Pop. Sur,Urquiza 255,bibliotecapopularsur@yahoo.com.ar,1988-01-08
6651,Bib.Pop. Bernardino Rivadavia,Humberto I 668,,1930-01-22
6655,Bib.Pop. Mariano Moreno,23 1523,,1941-07-19
6658,Bib.Pop. José Manuel Estrada,Espora 105 bis 0,,1980-01-01
6658,Mariano Moreno,Belgrano 450 0,,1932-08-21
6091,Bib.Pop. Fundaterra,Hipolito Vieytes y Otamendi Bis 0,bibliotecafundaterra@yahoo.com.ar,1980-01-01
6658,Bib.Pop. de Don Bosco,Ciudadela 2158,bibbosco@hotmail.com,1972-07-28
6658,Bib.Pop. de Ezpeleta Alfonsina Storni,Lavalle 5088,bastorni@yahoo.com.ar,1998-08-17
6658,Bib.Pop. Atahualpas,Caracas y Colombia,,1980-01-01
6658,Bib.Pop. Pedro Goyena,San Luis 948,bibliotecapopularpedrogoyena@yahoo.com.ar,1959-08-15
6658,Bib. Pop. Los Cooperarios,Lafinur 2816,bibliotecapopularcooperarios@yahoo.com.ar,2000-05-02
6658,Asoc.y Bib.Pop. Dr. Juan Martín Vilaseca,Condarco 1415,bibliotecajmvilaseca@gmail.com,1980-01-01
6658,Bib.Pop. del Río de Quilmes,Las Rosas 1665,delriobiblioteca@yahoo.com.ar,2011-12-07
6028,Bib.Pop. Juan Bautista Alberdi,Calle 843 2466,,1984-09-28
6028,Bib.Pop. Joan Rico de Bahia,Calle 836 1838,,1994-04-23
6665,Bib.Pop. Rincón de luz,Ruta 1001 Cuartel 12,,1999-05-25
6665,Bib.Pop. José Manuel Estrada,Av.Mitre 724 0,,1951-08-11
6665,Bib.Pop. Carlos Angel González,Simón Sanchez 666,,1999-06-26
6665,Bib.Pop. Fortunato Zampa,Primera Junta 52,bibliozampa@hotmail.com,1995-10-25
6672,Bib.Pop. Guido y Spano,Av.San Martín 258 0,bibliotecapopulargsrauch@gmail.com,1920-03-20
6672,Ropero Comunitario y Bib. Pop. Eva Perón,Pellegrini 37,bibliotecaevaperon.rauch@yahoo.com.ar,2001-02-20
6679,Bib.Mun.Pop. Dr. Tomás Jofre,Mitre 135,bibliomunicipal.rivadavia@gmail.com,1980-01-01
6686,Bib.Pop. Juan Bautista Alberdi de Rojas,General Frias 275,,1932-02-28
6693,Bib. Pop. Esteban Echeverría,L. N. Alem 1245,giseafrica@yahoo.com.ar,1946-06-29
6700,Bib.Pop. Juan Bautista Alberdi,Biga y Gossetti 0,,1942-11-22
6700,Bib.Pop. D.F.Sarmiento,Av.Mitre 170 0,bib.sarmiento.pigue@gmail.com,1914-01-03
6700,Bib.Pop. Juan Bautista Alberdi,25 de Mayo 139,biblioteca_jbalberdi@yahoo.com.ar,1916-05-15
6707,Bib.Pop.Mun. Bartolomé Mitre,Rivadavia 3402,,1980-01-01
6714,Bib.Pop. Renacer,Avda. Gowland 0,renacer465adulce@hotmail.com.ar,1980-01-01
6714,Bib.Pop. Dr. Tristán G. Lobos,Av.B.Mitre y San Martín 0,,1901-09-14
6728,Bib.Pop. Alberdi,Rivadavia 658,,1980-01-01
6735,Bib.Pop. Belgrano,Arellano 115,rot14@hotmail.com,2006-11-06
6735,Bib.Pop. Mariano Moreno,Alvear 322,bmarianomoreno@yahoo.com.ar,1957-12-01
6742,Bib.Pop. Bernardino Rivadavia,Belgrano 266,,1940-07-28
6742,Bib.Pop. D.F.Sarmiento,9 de Julio 268,,1980-01-01
6749,Bib.Pop. Delta del Paraná (Bibliolancha,Río Carabelas (Muelle EGB Nro 10) 0,,1997-11-14
6749,Bib.Pop. Juan N. Madero,Constitución 622 0,noticiasmadero@gmail.com,
6749,Bib.Pop.y Soc.Fom. Santa Genoveva,Arroyo Felicaria S/N 0,,1980-01-01
6749,Bib. Pop. de San Fernando Leopoldo Murcho,Nuestra Señora de Aranzazu 10,,1980-01-01
6749,Bib.Pop. Rómulo S. Naón,Simón de Iriondo 1441,bpromulonaon@gmail.com,1939-01-14
6749,Bib.Pop. Dra. Alicia Moreau de Justo,Avda. Avellaneda 3025,,2000-10-10
6749,Bib.Pop. La Casa de las palabras,Quintana esq. Matheu,,2001-11-16
6756,Bib.Pop. Club de madres de B.Sauce,Padre Acevedo 88,,1980-01-01
6756,Bib.Pop.y Ctro. Cultural de Beccar,Roma esq. Posadas 1757,,1982-05-23
6756,Bib.Pop. Cava Joven,Neyer 2360,bpcavajoven@yahoo.com.ar,1980-01-01
6756,Bib.Pop. Bernardino Rivadavia,Aristóbulo del Valle 199,,1913-07-28
6756,Bib.Pop. Juan M. de Pueyrredón,9 de Julio 501,,
6756,Bib.Pop. de la Ribera,Del Barco Centenera 895,,1980-01-01
6756,Bib.Pop. La Calabria Popular,Diego Palma 41,,1980-01-01
6371,Bib.Pop. Gral. San Martín,Matheu (56) 3728,bibliopopsanmartin2001@yahoo.com.ar,1914-10-04
6371,Bib.Pub.Pop. Parlante Nuevo Ser,Ayacucho 2377,biblosnuevoser@hotmail.com,1980-01-01
6371,La Carcova,Beltran 717,,2022-07-19
6371,Bib. Pop. Roberto Clemente,Av. Juan M. de Rosas 2485,,1980-01-01
6371,Bib.Pop. Martín Fierro,Prof. Aguer 8628,,1980-01-01
6371,Bib.Pop. Juan Bautista Alberdi,Ríobamba 2675,bpalberdi@gmail.com,1927-02-23
6371,Bib.Pop. Maestro Diego Pombo,Calle 70 Nº 3357-(Ex La Crujia 0,bibliopombo@gmail.com,1964-11-15
6371,Bib.Pop. Profesor Carlos Serraz,Nº 91- San Lorenzo 3169,humbertobielli@hotmail.com,1980-01-01
6371,Bib.Pop. Bernardino Rivadavia,Calle 122 3155,bibliotecarivadavia@yahoo.es,1925-07-09
6371,Bib.Pop. Maestra María Silva,Calle 39 (Ex María Silva) 234,chapmaris@hotmail.com,1945-04-22
6371,Bib.Esc.Pop. Fray Mocho,Lacroze 1,,1980-01-01
6371,Bib. Pop. Rioplatense,Colón 3772,bibliorioplatense@hotmail.com,2000-08-19
6371,Bib.Pop. y Cen.Cul Villa Humberto,Calle 115 (Lavalle) 1700,,1980-01-01
6371,Bib.Pop. José Murillo,Uriburu 3657,bibliomurillo@yahoo.com.ar,1980-01-01
6760,Bib.Pop. Hist. E. I. Munzon,Senador Morón 114,bphmunzon@hotmail.com,1996-07-08
6760,Bib.Pop.y C.Rec. Entre todos,Salta 2715,bibliotecaentretodos@yahoo.com.ar,1995-08-26
6760,Bib.Pop. y Cen. Recr. El faro,Azcuenaga 3245,bpelfaro@gmail.com,1980-01-01
6760,Bib.Pop.Mun. D.F.Sarmiento,Sarmiento 1503,bibliotecadfs@hotmail.com,1913-06-13
6763,Bib.Pop. Rafael de Aguiar,Ameghino 399,,1947-04-24
6763,Bib. Pop. Barrio del Carmen,Cnel. Boerr 709,bibdelcarmen709@gmail.com,2000-07-07
6770,Bib.Pop. Rafael Obligado,Bartolomé Mitre 460 0,,
6770,Bib.Pop. D.F.Sarmiento,Sarmiento 405,bibliotecadfsarmiento@gmail.com,1927-04-28
6778,Bib.Pop. D.F.Sarmiento,Independencia 16,bpsarkorn@yahoo.com.ar,1923-04-08
6778,Bib.Pop. Bartolomé Mitre,9 de Julio 24,,1936-05-03
6784,Bib.Pop.y Museo José Manuel Estrada,Balcarce 645 0,bibliotecaymuseo@yahoo.com.ar,1930-09-26
6791,Bib.Pop. La Vieja Escuela,18 - Estacion de Ferrocarril 0,biblioviejaescuela@gmail.com,2011-09-24
6791,Bib.Pop. José Ingenieros,Av.Uriburu 137,,1932-06-01
6791,Bib.Pop. Juan Bautista Alberdi,Av.Colón 1341,bibliotecajbalberdi@yahoo.com.ar,1916-05-26
6791,Bib.Pop. Bernardino Rivadavia,San Martín 516,bpbrtandil@hotmail.com,1908-06-21
6791,Bib.Pop. Juan Antonio Salceda,Av.Colón 1479 0,,1919-06-06
6791,Biblioteca Popular Sarmiento- Villa Italia- Tandil,Quintana 450,bibliotecasarmiento1940@yahoo.com.ar,1980-01-01
6791,Bib.Pop. Ernesto Valor,Barifi 185,biblioteca_valor@hotmail.com,1978-09-20
6791,Bib.Pop. Juan L. Vatuone,Av.Rivadavia 371,tcdehesa@yahoo.com.ar,1984-07-15
6791,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,Chacabuco 729,,1988-05-15
6791,Bib.Pop. Paula Albarracín de Sarmiento,Tucumán 562 y Saenz Peña 0,bpalbarracin@yahoo.com.ar,1998-07-18
6791,Bib.Pop. Bepo Ghezzi,Formosa 888,bibliotecaghezzi@gmail.com,1999-12-04
6791,Bib.Pop. Monseñor Luis J. Actis,Venezuela 366,,1995-11-17
6791,Bib. Pop. de las Mujeres,Lobería 750,,1980-01-01
6791,Bib. Pop. Martín Fierro,Casacuberta 581,,1980-01-01
6798,Bib.Pop.Mun. José Hernández,Bartolomé Mitre 178,biblio@tapalque.mun.gba.gov.ar,1980-01-01
6805,Bib.Pop. Ricardo Güiraldes,Eduardo Madero 3246,biblios@netben.com.ar,1985-06-05
6805,Bib.Pop. José Ingenieros,Buschiazzo 2264,bpjingenieros@hotmail.com,1993-09-25
6805,Bib. Pop. Mariano Moreno,Avda. Alvear (Ruta 202) 840,bibliotecammoreno@hotmail.com,1980-01-01
6805,Bib.Pop. y Museo del Cine Leonardo Favio,Av. Boulogne Sur Mer y Lisandro de la Torre 0,,2008-07-05
6805,Bib.Pop.y C.Cult. El talar,Brasil 1152,bibliotecaeltalar@yahoo.com.ar,1992-05-20
6805,Bib.Pop. Juan José Castelli,Córdoba 625 0,,1969-04-18
6805,Bib. Pop. Unión de Educ. de Tigre,Neuquén 183,,1980-01-01
6805,Bib.Pop. Lopez Camelo,PAul Groussac 3276,,1999-03-03
6805,Bib.Pop. Ricardo Rojas,Avellaneda 2505,,1996-10-10
6805,Bib.Pop. D.F.Sarmiento,Av. Lib. Gral.San Martín 440,,1916-09-16
6805,Bib.Pop. Troncos del Talar,Independencia 1653,bibliotroncos@yahoo.com.ar,2003-08-02
6805,Ctro. Cult. Com. y Bib. Pop. Caraguatá,Arroyo Caraguatá 797,comunitariocaraguata@yahoo.com.ar,2008-03-27
6805,Bib. Pop. Seamos Libres,Arroyo Caraguatá 790,bpseamoslibres@yahoo.com,2014-10-07
6812,Bib.Mun.Pop. José Manuel Estrada,José Hernández,,1980-01-01
6819,Bib.Pop. Gral. San Martín,La Plata 0,bibliotecasaldungaray@gmail.com,1980-01-01
6819,Bib.Pop. Mariano Moreno,J.B.Alberdi 70,labibliomoreno@gmail.com,1993-10-18
6819,Bib.Pop. Ernesto Tornquist,Av.E.Tornquist 355 0,bibliotecatornquist@yahoo.com.ar,1917-04-01
6819,Bib.Pop. Macedonio Fernández,Pillahuincó 0,bpmacedonio@gmail.com,2001-08-06
6826,Bib.Pop.Pub. Rivadavia,Villegas 668,bibliotecarivadavia_tl@yahoo.com.ar,1903-05-17
6826,Bib.Pop. Bartolomé Mitre,Alem 790,,1937-01-01
6833,Bib.Pop. Dr. Bernardo A. Houssay,20 372,bibliohoussay@yahoo.com.ar,1971-08-08
6833,Bib.Pop. Almafuerte,Armada Argentina 335,,1963-03-13
6833,Bib.Pop. Luz y Cultura,Italia 0,biblioluzycultura@hotmail.com,1935-05-02
6833,Bib.Pop.Pub. Amigos del libro,J.P.de Riglos 20 0,catriel_h@hotmail.com,1927-08-27
6833,Bib.Pop. Un mundo de libros,Calle 35 y 42 0,biblioretaunmuli@3net.com.ar,1994-07-02
6833,Bib.Pop. San Francisco de Bellocq,Calle 15 446,bibsanfrabe@yahoo.com.ar,1993-09-30
6833,Bib.Pop. D.F.Sarmiento,Av.Moreno 334,bibsarmiento@3net.com.ar,
6833,Bib.Pop. José Ingenieros,Bolivar 132,marialemorcillo@gmail.com,1930-05-10
6833,Bib. Pop. La tranquera,Bolivar 1804,bibliotecalatranquera@hotmail.com,1980-01-01
6833,Bib.Pop. Hugo Delgiorgio,20 de abril 1180,bibliotecahdelgiorgio@gmail.com,2006-07-08
6840,Bib.Pop. Juan Bautista Alberdi,Sarmiento 2706,bpalberdi@yahoo.com.ar,1914-04-03
6840,Bib.Pop. Bartolomé Mitre,Av.Mitre 4752,lamitredecaseros@gmail.com,1921-07-24
6840,Bib. Pop. Patria y labor,Bartolomé Mitre 4848,bibitalar@hotmail.com,1944-01-02
6840,Bib.Pop. 15 de Agosto,Puán 3855,biblo15deagosto@hotmail.com,1997-08-15
6840,Bib.Pop. General San Martín,Julio Perdiguero 2310,bibpopsanmartin@gmail.com,1946-03-20
6840,Bib. Pop. Ciudad Jardín,Boulevard Finca 6579,,2001-09-11
6840,Bib.Pop. José Ingenieros,Rca.Arabe Siria 1950,biblioteca_jose_ingenieros@yahoo.com.ar,1925-02-11
6840,Asoc.Cultural y Bib.Pop. Mariano Moreno,Springolo 680,bpmoreno@hotmail.com,1920-11-11
6840,Inst.y Bib.Pop. Almafuerte,San Pedro 1174,biblioalmafuerte@hotmail.com,1926-10-12
6847,Bib.Pop. Bernardino Rivadavia,9 de Julio 943,,1939-09-29
6861,Bib.Pop. Nora Bombelli,Francia 3569,,1999-10-16
6861,Bib.Pop. Vicente López y Planes,Av.Maipú 2901 0,,1921-10-09
6861,Bib.Pop. Arandú,Avda. Florida 2010,bibliotecapopulararandu@hotmail.com,1980-01-01
6861,Bib. Pop. Sudestada,Aristobulo Del Valle 1631,bpsudestada@yahoo.com.ar,2008-04-21
6861,Bib.Pop. Bernardo Delom,Gral.J.J.de Urquiza 1489,bibliotecapopularbdelom@yahoo.com.ar,1958-07-15
6861,Bib.Pop. Leon Adolfo Vienni,Estados Unidos 328,,1975-04-29
6868,Bib.Pop. Rafael Obligado,Av. 6 549,,1975-12-28
6868,Asoc.de Fomento Atlantica y Biblioteca Popular,Boulevard 3112,,1980-01-01
6875,Bib.Pop. Argerich,Rivadavia y  Murphy 0,,1997-03-15
6875,Bib.Pop. Hilario Ascasubi,Calle 3 (San Martín)  e/10 y 12 0,bibliotecaascasubi2019@gmail.com,1982-06-20
6875,Bib.Pop.Esc. Cervantes,Maestro Balcanera,,1967-07-15
6875,Bib.Pop. Bartolomé Mitre,Bartolomé Mitre 37 0,bbcamitre@yahoo.com.ar,1939-04-24
6882,Bib.Pop. D.F.Sarmiento,Justa Lima de Atucha 667,cpcultura@hotmail.com,1922-01-17
10007,Bib.Pop. Juventudes Ambateñas,Sin dirección,,1980-01-01
10021,Bib.Pop. D.F.Sarmiento,San Martín y Perez Zurita,,
10035,Bib.Pop. Obispo Esquiu,San Martín 218,,1916-04-16
10035,Bib. Pop. Julio Ricardo Figueroa,Urquiza s/n,,1980-01-01
10035,Bib.Pop. Salvador B. Herrera,Sin dirección,,1980-01-01
10035,Bib.Pop. Casa de la Cultura,Juan Chelemun s/n,,1996-08-02
10035,Bib.Pop. Manuel Lainez,J.Perez de Zurita s/n,,1924-09-24
10042,Bib.Pop. D.F.Sarmiento,San Martín e Independencia,bibliochum@yahoo.com.ar,1980-01-01
10042,Bib.Pop. del Valle,Centro Civico - Calle 5 y 12,,1995-11-23
10042,Bib.Pop. José M. Ramos Mejia,Lulo Corzo s/n 0,,1912-02-22
10042,Bib.Pop. J. M. Estrada,Calle 2 - Centro Civico,,1980-01-01
10049,Bib.Pop. Manuel Ponferrada,Eulalia Ares de Vildoza 29 0,,1942-08-31
10049,Bib.Pop. E. H. Mateo de Barros,"Casa 203, Flia. Palacios, Ctro. Integrador Comunitario",,1980-01-01
10049,Bib.Pop. Eulalia A. de Vildoza,Esquiu 1140,,1997-10-23
10049,Bib.Pop. San Luis Gonzaga,Capitán Juan Salas 2426,,1980-01-01
10056,Bib.Pop. F. E. Casillo,Depto.El Alto,,1980-01-01
10063,Bib.Pop. María de las Nieves Medina,Destacamento Policial 0,,1979-08-13
10063,Bib.Pop. Alfonso de Jesús Robles,Ruta Nº 9,bibpop-lacarrera@yahoo.com.ar,1965-03-20
10063,Bib.Pop. Esquiu,Av.San Martín s/n,bibliotecaesquiu2991@yahoo.com.ar,1979-04-20
10070,Bib.Pop. Juana R. Ahumada,San Martín y Juan A. Carrizo 0,,1980-01-01
10070,Bib.Pop. Julio Pascual Robin,Sin Dirección,,1980-01-01
10077,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,Sin dirección,,1996-10-15
10077,Bib.Pop. Rafael Castillo,Ejército del Norte s/n,,1921-11-02
10084,Biblioteca Popular Dr. Adán Quiroga,Bartolomé Mitre 228,,2007-11-16
10084,Bib.Pop. Pbro. Ramón Rosa Barros,Av. Señor del Milagro s/n,,1992-10-19
10063,Bib.Pop. San Roque,Avda. de las Américas,,1980-01-01
10091,Bib.Pop. Rafael Castillo,Mitre 499,,1912-10-28
10098,Bib.Pop. Luis Leopoldo Franco,Av. 9 de Julio 0,bibliotecapopularfranco@hotmail.com,1980-01-01
10098,Bib.Pop. Santa Rosa de Lima,Local Municipal,bibliotecasantarosa@yahoo.com.ar,1997-03-15
10098,Bib.Pop. Los Altos,Ruta 64 esq.Casa Pueblo 0,,1997-09-21
10084,Bib.Pop. Carlos Guido Spano,Gerónimo Luis de Cabrera s/n,,1918-08-18
10091,Bib.Pop. Florentino Ameghino,Sin dirección,,1928-09-23
10105,Bib.Pop. Dr. A. del Pino,Reverendo Padre Arnaldo Azzarelli s/n,,1924-07-24
10112,Bib.Pop. Pedro Salomon Chade,Av.Polo Gimenez s/n,,1980-01-01
10112,Bib.Mun.Pop. El motimo,Padre Esquiú,,1980-01-01
10112,Bib. Pop. Dr. Ramón S. Castillo,Crisanto Gómez esq. Fortunato Rodríguez s/n 0,,1995-12-15
10112,Bib.Pop. Segundo N. Herrera,Pedro J.Segura 0,bibliotecapopularsumalao@hotmail.com,1980-01-01
22036,Bib.Pub. Pop. Elba Ezquer de Quevedo,Presidente Perón s/n (calle 14) 0,,1960-05-25
22039,Bib.Pop.Pub. Augusto Raúl Cortazar,Av.Pedro Graff 112,biblpoparc@yahoo.com.ar,1981-09-03
22168,Bib.Pop. Rubén D. Dalla Fontana,Tucumán esq. Teodolinda Ermácora 0,gladysf_cajcepn7@yahoo.com.ar,1995-09-23
22105,Bib.Púb. Pop. Juan Bautista Alberdi,Lavalle 1463,,1940-11-10
22105,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,Mac Lean y España 0,biblioteca-eet5@hotmail.com,1980-01-01
22105,Bib.Pop.Esc. Constancio C.Vigil,Sarmiento 0,bibliovigil21@gmail.com,1974-05-13
22105,Bib.Esc.Pop. Prof. Hugo D .Iglesia,Sarmiento 1463,fanischlegel@hotmail.com,1991-08-28
22014,Bib.Pub.Pop. General Julio de Vedia,Arsenio Tascón s/n 0,,1980-01-01
22014,Asc.Civ.Bib.Pop. La Leonesa,Ángela Fernández 55,bibliotecalaleonesa@yahoo.com.ar,2004-03-09
22014,Bib.Pub. Pop. Gaspar Benavento,San Martín 347,,1980-01-01
22028,Bib. Pop. Pub. Juan M. de Pueyrredón,Mitre 270,bibliotecapueyrredon@gmail.com,1966-08-17
22028,Bib.Esc.Pop. Pedro Miguel Obligado,Liniers 48,,1980-04-24
