Unnamed: 4,Unnamed: 8,Unnamed: 9,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
06343,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 BERNARDINO RIVADAVIA,CUARTEL IV RUTA 20   LA BLANQUEADA,,,1,
06343,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 MARTÍN MIGUEL DE GÜEMES,CUARTEL VIII ACCESO TOMAS ORPHANT   ,,,1,
06490,ESCUELA DE EDUCACIÓN PRIMARIA Nº71 MANUEL BELGRANO,9 DE FEBRERO ESQ. OLLEROS 390  ,,,1,
06490,JARDÍN DE INFANTES DON AGAPITO,LUZURIAGA 178  ,1,1,,
06490,COLEGIO LA MILAGROSA,MOLDES 620  ,,,1,
06490,COLEGIO SAN FRANCISCO DE ASIS,MOLDES Y AGRELO   ,,1,1,
06490,ESCUELA DE EDUCACIÓN PRIMARIA Nº74 BATALLA DE MAIPU,SANTOS VEGA Y PARETA   BARRIO LOS PINOS,,,1,
06427,ESCUELA DE EDUCACIÓN PRIMARIA Nº122 LEOPOLDO LUGONES,LEOPARDI Y ARRECIFES   LOS CEIBOS,,,1,
06532,JARDÍN DE INFANTES Nº915 CAP. GRAL. J.J.DE URQUIZA(ESC.NOR,29 E/36 Y 38 874  ,,1,,
06224,ESCUELA DE EDUCACIÓN PRIMARIA Nº43 SOLDADO ARGENTINO,JUAN MANUEL DE ROSAS Y PIRÁN   ,,,1,
06028,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 HIPOLITO BOUCHARD,GORRITI E/ RODRIGUEZ Y VIAS DEL F.C.R 367  ,,,1,
06028,JARDÍN DE INFANTES Nº904 ROSARIO V. PEÑALOZA,SUIPACHA ESQ. QUIROGA 2702  LOS ALAMOS,,1,,
06028,COLEGIO SANTA CLARA DE ASIS,SCALABRINI ORTIZ 761  ,,,1,
06028,COLEGIO DEL PRADO,RICARDO DAVEL E/ PELAYO Y GARAY 2020  ,,,1,
06028,JARDÍN DE INFANTES SANTA CLARA DE ASIS,SCALABRINI ORTIZ 761  ,,1,,
06028,JARDÍN DE INFANTES DEL PRADO,R. DAVEL E/J.DE GARAY Y DON PELAYO 2020  ,,1,,
06861,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 DR. BERNARDO DE MONTEAGUDO,AVDA. MAIPU E/ SAN MARTÍN Y ARENALES 1527  ,,,1,
06861,JARDÍN DE INFANTES CRISTO REDENTOR,ROCA 560  ,1,,,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 PROVINCIA DE TUCUMAN,MEDIA ESTACION POURTALE   MED.EST.POURTALE,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº75 JUAN UHALDE,CAMINO RURAL   ,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 DR. DARDO ROCHA,CUARTEL XVI CAMINO GRAL. LAMADRID   ESTACION ROCHA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 BOULOGNE SUR MER,CUARTEL II   ,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº37 HERNAN FAVELUKES,CUARTEL IX   BLANCA CHICA,,,1,
06091,JARDÍN DE INFANTES LA SAGRADA FAMILIA,149 E/ 12 Y 13 1244  ,1,1,,
06595,JARDÍN DE INFANTES Nº925,AVDA. LUISA P. DE CASSAUS   ,1,1,,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 GENERAL MANUEL BELGRANO,RUTA 226 KM 280.   VILLA MONICA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº61 ROQUE SAENZ PEÑA,RUTA 60   PARAJE LOS CHILENOS,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº46 TENIENTE CORONEL MIÑANA,CUARTEL V   ESTACION MIÑANA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº45 PATAGONIA ARGENTINA,ENTRE RIOS   ,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº44 PROVINCIA DE SALTA,RUTA 226 - KM. 330   SAN ANTONIO,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº43 JULIO ARGENTINO ROCA,CUARTEL XIX   ,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 GRANADEROS DE SAN MARTIN,CUARTEL XI A 10 KM DE RUTA 51   DURAÑONA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 PRIMERA JUNTA,CUARTEL XIX RUTA 60   LA MODERNA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 LUCIANO FORTABAT,CUARTEL VIII   SAN JACINTO,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº47 ELENA POURTALE DE FORTABAT,BANCARIO 3 CASA 37  ,,,1,
06595,JARDÍN DE INFANTES Nº910 ROSARIO VERA PEÑALOZA,RENE NIEVAS N°10 E/ 9 Y 7   ,1,1,,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 JOSÉ HERNANDEZ,AVENIDA TRABAJADORES 308  VIRGEN DE LA LOMA,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº63 DR. ALBERT SCHWEITZER,RUTA 51 CRUCE MUÑOZ   ,,,1,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 ALMAFUERTE,CUARTEL XII RUTA 226   LAS PIEDRITAS,,,1,
06595,JARDÍN DE INFANTES Nº904 WALT DISNEY,BLANCA GRANDE   ,1,1,,
06595,ESCUELA DE EDUCACIÓN PRIMARIA Nº67 DR. ALBERTO VALVERDE,CAMPO SAN FERMIN   PARAJE SAN PEDRO,,,1,
06224,ESCUELA DE EDUCACIÓN PRIMARIA Nº31 JUAN MANTOVANI,CUARTEL XII   DE LUCA,,,1,
06224,JARDÍN DE INFANTES Nº912,MAIPÚ E/ AVENIDA SARMIENTO Y MORENO 41  ,1,1,,
06224,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 FRAY MAMERTO ESQUIÚ,AV.DE LA TRADICION- CUARTEL VI   EL PALOMAR,,,1,
06266,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 HIPOLITO YRIGOYEN,ESTRADA 24  ,,,1,
06266,JARDÍN DE INFANTES Nº901 ALMIRANTE JULIAN IRIZAR,LEANDRO N. ALEM E IRIGOYEN 434  ,1,1,,
06266,COLEGIO DEL SOL,KENNEDY e/Pda. Robles y Diego Gaynor 1348  ,,,1,
06861,JARDÍN DE INFANTES Nº901 COMANDANTE TOMAS ESPORA,25 DE MAYO E/ ARENALES Y SAN MARTÍN 1540  ,1,1,,
06861,ASOCIACIÓN ESCUELAS LINCOLN,ANDRES FERREYRA E/ PARANA Y DARWIN 4073  ,,1,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 VICENTE LOPEZ,PARAJE LA LUNA   LA LUNA,,,1,
06189,JARDÍN DE INFANTES Nº907 EMILIA FERRETI,CUARTEL VI - SAN ROMAN   ,1,1,,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 LA AURORA,ZONA RURAL   ,,,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº32 PEDRO HAUGAARD,RUTA 78- ACCESO A MONTE HERMOSO   CUARTEL II,,,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 NUESTRA SEÑORA DE LA MERCED,AVDA. SAN MARTÍN 248  ,,,1,
06189,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,AVDA. SAN MARTÍN 248  ,,,,1
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 GENERAL JOSÉ DE SAN MARTIN,JOSEFINA SIRONI   ,,,1,
06371,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 ALEMANIA,PACIFICO RODRIGUEZ 5650  ,,,,1
06371,ESCUELA DE EDUCACIÓN PRIMARIA Nº44 ALMAFUERTE,RIO NEGRO 2561  ,,,1,
06371,ESCUELA HÖLTERS,INDEPENDENCIA 836  ,,,,1
06371,ESCUELA HOLTERS,LIBERTAD 5879  ,,,1,
06224,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 MANUEL VILLARINO,SAAVEDRA E/ H. YRIGOYEN Y VILLARINO 7  CHIVILCOY,,,1,
06224,JARDÍN DE INFANTES Nº916,AVDA. JOSÉ LEON SUAREZ 25  ,,1,,
06371,JARDÍN DE INFANTES MANUEL BELGRANO,ITUZAINGO E/ BS. AS Y BALLESTER 2420  ,1,1,,
06035,JARDÍN DE INFANTES MIS CACHORROS,LA FUENTE 6602  ,,1,,
06035,JARDÍN DE INFANTES INSTITUTO SAN PABLO,PAYSANDU 826  ,1,1,,
06035,COLEGIO MARIANO MORENO,FABIAN ONZARI E/ HELGUERA Y M. ARGENT. 1323  ,,,1,
06035,JARDÍN MUNICIPAL Nº34 PATITO FEO,CANGALLO 5827  ,,1,,
06182,JARDÍN DE INFANTES Nº918 ESCUELA NORMAL SUPERIOR,VILLANUEVA 277  ,1,1,,
06035,ESCUELA DE EDUCACIÓN PRIMARIA Nº42 JUAN ENRIQUE PESTALOZZI,BELGRANO E/ V. SARSFIELD Y GÜEMES 1378  ,,,1,
06035,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,ELIZALDE 10  SARANDI,,,,1
06035,ESCUELA DE EDUCACIÓN SECUNDARIA N°1 - EXTENSIÓN 2,AVENIDA MITRE 2550  ,,,,1
06658,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 GABRIELA MISTRAL,12 DE OCTUBRE E/ BARANDA Y ALVEAR 758  ,,,1,
06658,JARDÍN DE INFANTES SANTA LUCIA,URQUIZA E/ TRIUNVIRATO E IRALA 2482  ,,1,,
06658,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 MARIANO MORENO,RCA DEL LIBANO E/ NECOCHEA Y RODRIGUEZ 1532  ,,,1,
06658,JARDÍN DE INFANTES Nº913 MARTHA SALOTTI,URQUIZA 1157  ,1,1,,
06427,ESCUELA DE EDUCACIÓN PRIMARIA Nº145 FRAY LUIS BELTRAN,CONCORDIA 7918  ,,,1,
06427,JARDÍN DE INFANTES Nº924 MARIA ELISA FIGUEROA,AVDA. CENTRAL E/ 200 Y 400   ,,1,,
06035,JARDÍN DE INFANTES Nº908 ROBERTO PERSICO,ARENALES 42  ,,1,,
06035,INSTITUTO FRENCH,FRENCH 145  ,,,1,
06371,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 EMILIO MORELLO,BONIFACINI E/PERDIEL Y JUAREZ 1634  ,,,1,
06371,JARDÍN DE INFANTES Nº923 JUAN XXIII,FELIX BALLESTER Y RIVADAVIA 2358  ,1,1,,
06490,VICENTE PALLOTTI,SUIPACHA 170  ,1,1,,
06490,JARDÍN DE INFANTES EUSKAL ECHEA,ANTARTIDA ARGENTINA E/POLONIA Y PAREJA 1910  ,1,1,,
06490,JARDÍN DE INFANTES BELEN,UCRANIA 670  ,1,1,,
06490,INSTITUTO EUSKAL ECHEA NIÑOS,ANTARTIDA ARGENTINA 1910  ,,,1,
06490,COLEGIO NUESTRA SEÑORA DEL ROSARIO,AV. SEGUI E/ HERNANDEZ Y UCRANIA 339  ,,,1,
06490,ESCUELA BELEN,UCRANIA 670  ,,,1,
06434,JARDÍN DE INFANTES MODERNO DE EDUCACIÓN INTEGRAL,ENRIQUE DEL VALLE IBERLUCEA 3952  ,1,1,,
06028,JARDÍN DE INFANTES EL PRINCIPITO,SAN MARTÍN E/ BERLIN Y PERRANDO 149  ,,1,,
06798,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 CORONEL ESTOMBA,AVDA. 9 DE JULIO 214  ,,,1,
06798,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 GRAL. BARTOLOMÉ MITRE,RIVADAVIA 175  ,,,,1
06798,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,PEDRO DÍAZ   ,,,,1
06763,JARDÍN DE INFANTES JEAN PIAGET,BUSTAMANTE 427  ,,1,,
06763,ESCUELA DE ENFERMERÍA CRUZ ROJA ARGENTINA FILIAL SAN NICOLÁS DR. PABLO OGALLAR,SARMIENTO 32  ,,,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 CIUDAD DE SAN NICOLAS,PELLEGRINI 1390  ,,,1,
06763,JARDÍN DE INFANTES Nº903 F. G. ARMSTRONG,OMAR RICCIO 268  LA EMILIA,1,1,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº32 BATALLON DE INGENIEROS DE COMBATE,BENGOLEA 1431  VILLA RICCIO,,,1,
06763,JARDÍN DE INFANTES Nº904 LOLA UBEDA,DR. A. GONZALEZ (E/CORDOBA Y FERREIRA) 277  ,1,1,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº47 JUAN MANUEL DE ROSAS,J. ACEVEDO DE BOTET E/BELGRANO Y VIAMONTE   BARRIO FONAVI,,,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ACUERDO DE SAN NICOLAS,REYNOSO 1680  MATADERO PÚBLICO,,,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 HORACIO REGA MOLINA,CAYETANO CAVALLI 185  ,,,1,
06182,JARDÍN DE INFANTES Nº917 RESERVA LOS HUMEDALES,AV. PUERTO BELGRANO 690  ,1,1,,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 LEONARDO ROSALES,CURZI   ,,,1,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 MARIANO MORENO,AV.BASE NAVAL PUERTO BELGRANO 675  VILLA DEL MAR,,,1,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ALMAFUERTE,ROCA Y RÍO DE LA PLATA 3544  VILLA MAIO,,,1,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 HUGO SAULNIER,ESPORA Y RIO PILCOMAYO   ,,,1,
06203,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 GENERAL SAN MARTÍN,8 Y 39 1715  ,,,1,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 ALMIRANTE GUILLERMO BROWN,JOSÉ INGENIEROS 785  CIUDAD ATLANTIDAD,,,1,
06182,JARDÍN DE INFANTES JOSÉ M.ESTRADA,ROCA 649  ,,1,,
06203,JARDÍN DE INFANTES Nº903 MARIA AGUSTINA MARTIN,28 650  ,1,1,,
06203,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 9 DE JULIO,PJE OTOÑO   OTOÑO,,,1,
06274,ESCUELA DE EDUCACIÓN PRIMARIA Nº54 MIGUEL A. ARRASCAETA,MAIPU 1245  BARRIO CHACABUCO,,,1,
06028,JARDÍN DE INFANTES Nº921,CERVANTES 4393  BARRIO SAN GERONIMO,,1,,
06028,JARDÍN DE INFANTES LA ARDILLITA TRAVIESA,LOBATO Y R. BRAVO 881  ,,1,,
06105,ESCUELA DE EDUCACIÓN PRIMARIA Nº54 ESPAÑA,PELLEGRINI Y LAPRIDA   ,,,1,
06105,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 RODOLFO PIROVANO,CASARES Y AIZAGUER   ,,,,1
06105,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 OSCAR REDIN,EDISON Y RONDEAU 400  ,,,1,
06028,JARDÍN DE INFANTES Nº919 OLGA COSSETTINI,PARODI Y BUENOS AIRES   RAYO DE SOL,,1,,
06028,JARDÍN DE INFANTES Nº907,PRESIDENTE PERÓN Y RODRIGUEZ 3511  ,1,1,,
06028,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 JUAN BAUTISTA ALBERDI,RETIRO ESQ ITUZAINGO   ,,,1,
06189,JARDÍN DE INFANTES Nº902 CONSTANCIO C. VIGIL,RAUL LOYDI E/ 11 Y 13   ,1,1,,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 JUAN MARTÍN DE PUEYRREDÓN,CUARTEL V   ,,,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 MARIANO MORENO,CUARTEL IX   ,,,1,
06189,JARDÍN DE INFANTES Nº903 COMANDANTE ESPORA,CHACABUCO (E/ ALSINA Y S. QUINTAS) 159  ,1,1,,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 JOSÉ MANUEL ESTRADA,IRENE   ,,,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 COMANDANTE LUIS PIEDRABUENA,ESTACION CALVO   CALVO,,,1,
06189,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 ANTARTIDA ARGENTINA,SAN ROMÁN   SAN ROMÁN,,,1,
06434,ESCUELA DE EDUCACIÓN PRIMARIA Nº30 HOLANDA,AGUAPEY E/DE LA PEÑA Y LOS ITALIANOS 3864  VILLA BARCELO,,,1,
06427,ESCUELA DE EDUCACIÓN PRIMARIA Nº88 JUAN VUCETICH,SAN IGNACIO E/CORTINA Y GUAMINI 5897  BARRIO SARMIENTO,,,1,
06427,ESCUELA DE EDUCACIÓN PRIMARIA Nº102 BENITO LYNCH,TORNQUIST 1258  ,,,1,
06427,JARDÍN DE INFANTES JUAN MANUEL DE ROSAS,EVITA 290  ,,1,,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 NUESTRA SEÑORA DEL LUJAN,PARAJE GARRIDO   GARRIDO,,,1,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 JOSÉ MARÍA RIGLOS,RUTA 227 KM 75 14  EL PAMPERO,,,1,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 JOSÉ MANUEL ESTRADA,ALBERDI (E/ AYROLO Y BISCIOTI) 700  ,,,1,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 JOHN F. KENNEDY,QUILMELCAN   NAPALEOFU,,,1,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO,AVDA. SAN MARTÍN Y ARISTÓBULO DEL VALLE 100  ,,,1,
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 MANUEL BELGRANO,SARMIENTO 394  ,,,1,
06476,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,QUITEU 31  ,,,,1
06476,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 ISLAS MALVINAS,CUARTEL IX   LA LOMA,,,1,
06035,JARDÍN DE INFANTES INMACULADA CONCEPCION,EL SALVADOR 47  ,,1,,
06882,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 CORONEL BOGADO,KM 98-13   CUARTEL III,,,1,
06882,JARDÍN DE INFANTES Nº917 BELISARIO ROLDAN,PASAJE BELISARIO ROLDAN Y ESPAÑA   ,1,1,,
06035,JARDÍN MUNICIPAL Nº38 ACUARELA,POSADAS 956  ,,1,,
06392,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 HERMINIA BRUMANA,INGENIERO WHITE E/LARROSA Y C.VILLEGAS 246  ,,,1,
06392,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 CONRADO E. VILLEGAS,ZONA RURAL   ELORDI,,,1,
06392,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 SALOME UREÑA DE HENRIQUEZ,BELGRANO Y AZCUENAGA   ,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 GENERAL JOSÉ DE SAN MARTIN,CALLE 13   ,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 EJÉRCITO DE LOS ANDES,CALLE 15 ENTRE 70 Y 72   ,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 MARTÍN FIERRO,CUARTEL VI   LOS VASQUITOS,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ORFELIA LESCANO,CUARTEL III   ,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 NICOLAS AVELLANEDA,CUARTEL II   GONZALEZ RISOS,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 MARIA SANCHEZ DE THOMPSON,CUARTEL IV   ,,1,1,
06547,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº66 DON JUAN MANUEL DE ROSAS,AVENIDA SAN MARTÍN 687  ,,,,
06547,JARDÍN DE INFANTES Nº902 GENERAL MANUEL BELGRANO,RIVADAVIA Y CRAIG   ,1,1,,
06547,JARDÍN DE INFANTES Nº903,SANTIAGO DEL ESTERO Y FORMOSA   BARRIO COPOLA,1,1,,
06547,JARDÍN DE INFANTES Nº904 LOS CERRILLOS,ROSA AGROPECUARIA   LOS CERRILLOS,1,1,,
06547,JARDÍN DE INFANTES Nº906 ROSARIO VERA PEÑALOZA,POCHO COULOMMÉ 455  ,,1,,
06547,JARDÍN DE INFANTES Nº907 SERGIO OSCAR GOMEZ,MONTENUEVO   FRANCISCO BERRA,1,1,,
06547,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 HIPÓLITO YRIGOYEN,ESTANCIA SANTA ROSA   ,,,1,
06665,JARDÍN DE INFANTES Nº904 BERNARDO OBLIGADO,MARTINEZ DE HOZ Y QUESADA   ,1,1,,
06665,JARDÍN DE INFANTES Nº903 RAFAEL OBLIGADO,BROWN ESQ 25 DE MAYO 501  ,1,1,,
06665,JARDÍN DE INFANTES Nº902 MARIQUITA SANCHEZ DE THOMPSON,MITRE (E/SARMIENTO Y MORENO) 742  ,1,1,,
06763,JARDÍN DE INFANTES PANDI,AVENIDA SAVIO 169  ,,1,,
06763,INSTITUTO AIRE LIBRE,FLORENTINO  AMEGHINO 560  ,,,1,
06763,COLEGIO DE LA CUIDAD,AVENIDA SAVIO 169  ,,,1,
06763,JARDÍN DE INFANTES BELEN,LEON GURUCIAGA 35  ,,1,,
06665,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 MANUEL NICOLÁS SAVIO,RUTA 1001   EL OMBU,,,1,
06665,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 JUAN B. AZOPARDO,SECCION QUINTA CUARTEL IV   EL TONELERO,,,1,
06665,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 REPUBLICA DE COLOMBIA,RUTA PROV 51 CUARTEL II   LAS QUINTAS,,,1,
06028,JARDÍN DE INFANTES INMACULADA CONCEPCION,AMENEDO E/ COLÓN Y ALSINA 641  ,,1,,
06028,COLEGIO SAN MIGUEL,PASAJE SAN MIGUEL 777  ,1,1,,
06861,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 GENERAL MANUEL BELGRANO,AVENIDA MAIPU 1527  ,,,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 PROFESOR GINES GARCIA,MONTEVIDEO Y LAS HERAS. 80  ,,,1,
06203,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 ALMIRANTE BROWN,ZONA RURAL   OMBU,,,1,
06203,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 JUAN BAUTISTA CABRAL,ZONA RURAL - CUARTEL X.   ,,,1,
06175,JARDÍN DE INFANTES Nº901 JUANA MANSO,52 (ESQ 18) 847  ,1,1,,
06182,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 STELLA MARIS,FLORIDA E/ JESUS MARÍA Y CORRIENTES 751  ,,,1,
06175,JARDÍN DE INFANTES Nº902,52 Y RUTA 8 252  MIRADOR DEL LAGO,1,1,,
06175,JARDÍN DE INFANTES Nº903 ALEJANDRA MARICEL MAJOS,4 E/14 Y 15 665  ,1,1,,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 BARTOLOME MITRE,CTEL 8.CAMINO REAL DE MOLL A RUTA NAC. 30  TORRES,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 FRANCISCO NARCISO DE LAPRIDA,CUARTEL IX RUTA 47   CUARTEL IX,,,1,
06574,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 REMEDIOS ESCALADA DE SAN MARTÍN,CUARTEL VII   ,,,1,
06274,INSTITUTO MANUEL BELGRANO,EL CALLAO ESQ. BERUTTI 133  ,,,1,
06343,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 ANTÁRTIDA ARGENTINA,CUARTEL VI   ,,,1,
06343,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 LEANDRO N. ALEM,RUTA 29 KM 50   EL PILAR,,,1,
06070,JARDÍN MUNICIPAL PRESIDENTE YRIGOYEN,J. B. ALBERDI E/ J.B.JUSTO Y THAMES 250  ,1,1,,
06070,JARDÍN MUNICIPAL Nº5 MARTHA SALOTTI,DEL CORRO 2200  ,1,1,,
06266,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 MANUEL BELGRANO,CUARTEL V   PARAJE LA LATA,,,1,
06623,JARDÍN DE INFANTES Nº919 JUANA BAUTISTA MUSSO,CAMINO VECINAL   ,,1,,
06623,JARDÍN DE INFANTES Nº906 MI SUEÑO,MENENDEZ (E/ MITRE Y ELIZALDE)   ,1,1,,
06028,COLEGIO NUESTRA SEÑORA DEL CARMEN,ROSALES 1685  ,,,1,
06028,JARDÍN DE INFANTES Nº905 GRUMETE EDUARDO PRICE,MOLINA 750  ,,1,,
06028,ESCUELA DE EDUCACIÓN PRIMARIA Nº71,SAN JUAN 1718  ,,,1,
06434,JARDÍN DE INFANTES PATITO FEO,PALMA E/ ROMA Y ACEVEDO 3453  ,,1,,
06434,ESCUELA DE EDUCACIÓN PRIMARIA Nº42 MARIANO MORENO,ROMA 2757  ,,,1,
06434,JARDÍN DE INFANTES Nº929,CENTENARIO URUGUAYO E/ PURITA Y BERON 2469  ,,1,,
06434,ESCUELA DR. PEDRO IGNACIO DE CASTRO BARROS,MANUEL CASTRO E/ FERREYRA Y MARRASPIN 1061  ,,,1,
06581,JARDÍN DE INFANTES Nº906 NARCISO M OCAMPO,716 ENTRE 711 Y 713   ,1,1,,
06581,ESCUELA DE EDUCACIÓN PRIMARIA Nº30 MARTÍN MIGUEL DE GÜEMES,CAMINO PROVINCIAL 076/07   JUAN N. FERNÁNDEZ,,,1,
06581,ESCUELA DE EDUCACIÓN PRIMARIA Nº42 CHACO,22 E/25 Y 27 1180  LA DULCE,,,1,
06763,JARDÍN DE INFANTES Nº909 SAN NICOLAS DE BARI,LUGONES E/ STORANI Y CANE   ,,1,,
06763,JARDÍN DE INFANTES Nº913 SAN MIGUEL ARCANGEL,ACEVEDO (ESQ. JUAN MANUEL DE ROSAS) 3208  ,,1,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 ANTARTIDA ARGENTINA,CUARTEL VIII   LA CLEMENCIA,,1,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 SAN FRANCISCO DEL MONTE DE ORO,CUARTEL VII - CAMPO SALLES   LA PANTANOSA,,,1,
06763,JARDÍN DE INFANTES Nº905 MERCEDITAS DE SAN MARTIN,ENTRE RIOS Y URQUIZA   ,1,1,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 NUESTRA SEÑORA DEL CARMEN,ENTRE RIOS 325  ,,,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 GENERAL JOSÉ DE SAN MARTIN,MARTÍN RICARTE   ,,,1,
06763,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JUAN BAUTISTA ALBERDI,BELGRANO ESQ. BUENOS AIRES 480  ,,,,1
06763,JARDÍN DE INFANTES Nº907 GRAL ANSELMO ROJO,CARLOS GARDEL E/ JUNIN Y AVENIDA SAN MARTIN 67  ,,1,,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº41 JOSÉ HERNANDEZ,CALLE 1   VILLA ESPERANZA,,,1,
06763,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 CORONEL FELIX BOGADO,CUARTEL V ZONA RURAL   ,,,1,
